a,b,auc,confusion_rate,centroid_dist,same_base,adjacent_version,near_relative,structurally_related,same_family,same_org,same_arch,same_tokenizer,relation_inferred
Deci/DeciLM-7B-instruct,nvidia/Llama3-ChatQA-1.5-8B,0.9969723183391004,0.03676470588235294,55.436408808815585,False,False,False,False,False,False,False,False,False
Qwen/Qwen2-7B-Instruct,gpt-4o-2024-05-13,0.9969723183391004,0.029411764705882353,58.5679817119403,False,False,False,False,False,False,False,False,False
gpt-4-turbo-2024-04-09,tiiuae/Falcon3-10B-Instruct,0.9969723183391004,0.007352941176470588,59.647133271616035,False,False,False,False,False,False,False,False,False
ibm-granite/granite-3.0-8b-instruct,ibm-granite/granite-3.1-8b-instruct,0.9974048442906575,0.029411764705882353,59.12753924174726,False,True,True,True,True,True,True,True,False
google/gemma-1.1-2b-it,google/gemma-1.1-7b-it,0.9976211072664359,0.022058823529411766,51.28567770757149,False,True,True,True,True,True,True,True,False
meta-llama/Llama-3.2-1B-Instruct,meta-llama/Meta-Llama-3.1-8B-Instruct,0.9978373702422145,0.029411764705882353,52.94884760524924,False,True,True,True,True,True,True,True,False
meta-llama/Llama-3.2-3B-Instruct,meta-llama/Meta-Llama-3.1-8B-Instruct,0.9978373702422145,0.04411764705882353,64.79710608152723,False,True,True,True,True,True,True,True,False
microsoft/Phi-3-medium-128k-instruct,microsoft/Phi-3-mini-4k-instruct,0.9978373702422145,0.03676470588235294,55.54411062035975,False,True,True,True,True,True,True,True,False
Qwen/Qwen2-1.5B-Instruct,gpt-4o-2024-05-13,0.9980536332179931,0.014705882352941176,52.77898869618102,False,False,False,False,False,False,False,False,False
Deci/DeciLM-7B-instruct,NousResearch/Nous-Hermes-2-Mixtral-8x7B-DPO,0.9982698961937716,0.03676470588235294,52.026185966852445,False,False,False,False,False,False,False,False,False
NousResearch/Nous-Hermes-2-Mixtral-8x7B-DPO,ibm-granite/granite-3.1-8b-instruct,0.9982698961937716,0.022058823529411763,54.389215506869675,False,False,False,False,False,False,False,False,False
microsoft/Phi-3.5-MoE-instruct,microsoft/Phi-3.5-mini-instruct,0.9982698961937716,0.022058823529411763,54.103745704145325,False,True,True,True,True,True,False,True,False
CohereForAI/aya-23-35B,ibm-granite/granite-3.1-8b-instruct,0.9984861591695502,0.022058823529411763,57.605723116935145,False,False,False,False,False,False,False,False,False
Deci/DeciLM-7B-instruct,ibm-granite/granite-3.0-8b-instruct,0.9984861591695502,0.029411764705882353,63.65038611461648,False,False,False,False,False,False,False,False,False
NousResearch/Nous-Hermes-2-Mixtral-8x7B-DPO,ibm-granite/granite-3.0-8b-instruct,0.9984861591695502,0.029411764705882353,58.42955041489755,False,False,False,False,False,False,False,False,False
Qwen/Qwen2-72B-Instruct,Qwen/Qwen2.5-3B-Instruct,0.9984861591695502,0.03676470588235294,53.14433804595801,False,True,True,True,True,True,True,True,False
Qwen/Qwen2-7B-Instruct,tiiuae/Falcon3-10B-Instruct,0.9984861591695502,0.03676470588235294,53.13501560638322,False,False,False,False,False,False,False,False,False
gpt-3.5-turbo,nvidia/Llama3-ChatQA-1.5-8B,0.9984861591695502,0.022058823529411766,50.318942805308794,False,False,False,False,False,False,False,False,False
meta-llama/Llama-3.2-3B-Instruct,meta-llama/Meta-Llama-3-8B-Instruct,0.9984861591695502,0.022058823529411763,68.4267024119155,False,True,True,True,True,True,True,True,False
microsoft/Phi-3-medium-128k-instruct,microsoft/Phi-3-mini-128k-instruct,0.9984861591695502,0.022058823529411763,51.15025672733514,False,True,True,True,True,True,True,True,False
Deci/DeciLM-7B-instruct,Qwen/Qwen2-1.5B-Instruct,0.9987024221453287,0.022058823529411766,53.86066829026237,False,False,False,False,False,False,False,False,False
Deci/DeciLM-7B-instruct,openchat/openchat_3.5,0.9987024221453287,0.022058823529411763,54.41670635386195,False,False,False,False,False,False,False,False,False
Qwen/Qwen2-1.5B-Instruct,tiiuae/Falcon3-10B-Instruct,0.9987024221453287,0.014705882352941176,56.50176190458198,False,False,False,False,False,False,False,False,False
Qwen/Qwen2-72B-Instruct,Qwen/Qwen2.5-0.5B-Instruct,0.9987024221453287,0.014705882352941176,57.64309431756891,False,True,True,True,True,True,True,True,False
Qwen/Qwen2-7B-Instruct,gpt-4-turbo-2024-04-09,0.9987024221453287,0.029411764705882353,61.02273944421352,False,False,False,False,False,False,False,False,False
Qwen/Qwen2-7B-Instruct,mistralai/Mixtral-8x7B-Instruct-v0.1,0.9987024221453287,0.014705882352941176,57.811984205591784,False,False,False,False,False,False,False,False,False
abacusai/Smaug-Llama-3-70B-Instruct,meta-llama/Meta-Llama-3.1-70B-Instruct,0.9987024221453287,0.007352941176470588,55.088391430796904,False,True,True,True,True,False,True,True,False
google/gemma-2b-it,google/gemma-7b-it,0.9987024221453287,0.03676470588235294,52.629279268261534,False,True,True,True,True,True,True,True,False
gpt-3.5-turbo,gpt-4-turbo-2024-04-09,0.9987024221453287,0.029411764705882353,54.79812133549658,False,True,True,True,True,True,True,True,False
NousResearch/Nous-Hermes-2-Mixtral-8x7B-DPO,Qwen/Qwen2-7B-Instruct,0.9989186851211073,0.014705882352941176,61.40762137691564,False,False,False,False,False,False,False,False,False
Qwen/Qwen2-7B-Instruct,upstage/SOLAR-10.7B-Instruct-v1.0,0.9989186851211073,0.007352941176470588,56.028829317346435,False,False,False,False,False,False,False,False,False
meta-llama/Meta-Llama-3-8B-Instruct,meta-llama/Meta-Llama-3.1-8B-Instruct,0.9989186851211073,0.014705882352941176,54.37094841133065,False,True,True,True,True,True,True,True,False
Qwen/Qwen2-1.5B-Instruct,ibm-granite/granite-3.0-8b-instruct,0.9991349480968859,0.03676470588235294,62.862553882457185,False,False,False,False,False,False,False,False,False
Qwen/Qwen2-7B-Instruct,microsoft/Phi-3-mini-128k-instruct,0.9991349480968859,0.014705882352941176,56.03528666096035,False,False,False,False,False,False,False,False,False
Qwen/Qwen2-7B-Instruct,mistralai/Mistral-7B-Instruct-v0.1,0.9991349480968859,0.014705882352941176,57.60756640917914,False,False,False,False,False,False,False,False,False
Qwen/Qwen2.5-0.5B-Instruct,openchat/openchat-3.6-8b-20240522,0.9991349480968859,0.029411764705882353,57.110854976866655,False,False,False,False,False,False,False,False,False
gpt-3.5-turbo,mistralai/Mistral-7B-Instruct-v0.1,0.9991349480968859,0.029411764705882353,59.56753672488814,False,False,False,False,False,False,False,False,False
gpt-4-turbo-2024-04-09,tiiuae/Falcon3-7B-Instruct,0.9991349480968859,0.029411764705882353,53.45422333360507,False,False,False,False,False,False,False,False,False
microsoft/Phi-3-medium-4k-instruct,microsoft/Phi-3-mini-4k-instruct,0.9991349480968859,0.007352941176470588,61.76640305195228,False,True,True,True,True,True,True,True,False
CohereForAI/aya-23-8B,ibm-granite/granite-3.1-8b-instruct,0.9993512110726643,0.029411764705882353,54.67575334572355,False,False,False,False,False,False,False,False,False
CohereForAI/aya-23-8B,nvidia/Llama3-ChatQA-1.5-8B,0.9993512110726643,0.007352941176470588,60.15959756367977,False,False,False,False,False,False,False,False,False
HuggingFaceH4/zephyr-7b-beta,ibm-granite/granite-3.1-8b-instruct,0.9993512110726643,0.007352941176470588,53.92900077057472,False,False,False,False,False,False,False,False,False
NousResearch/Nous-Hermes-2-Mixtral-8x7B-DPO,meta-llama/Meta-Llama-3-8B-Instruct,0.9993512110726643,0.014705882352941176,61.34824597172813,False,False,False,False,False,False,False,False,False
Qwen/Qwen2-72B-Instruct,ibm-granite/granite-3.0-8b-instruct,0.9993512110726643,0.022058823529411766,62.94647464893613,False,False,False,False,False,False,False,False,False
Qwen/Qwen2-72B-Instruct,ibm-granite/granite-3.1-8b-instruct,0.9993512110726643,0.014705882352941176,51.21178778268415,False,False,False,False,False,False,False,False,False
Qwen/Qwen2-7B-Instruct,Qwen/Qwen2.5-3B-Instruct,0.9993512110726643,0.022058823529411763,54.77380670834376,False,True,True,True,True,True,True,True,False
Qwen/Qwen2-7B-Instruct,gpt-3.5-turbo,0.9993512110726643,0.014705882352941176,58.3224558968654,False,False,False,False,False,False,False,False,False
Qwen/Qwen2-7B-Instruct,ibm-granite/granite-3.0-8b-instruct,0.9993512110726643,0.022058823529411766,63.51374078352756,False,False,False,False,False,False,False,False,False
Qwen/Qwen2-7B-Instruct,ibm-granite/granite-3.1-8b-instruct,0.9993512110726643,0.029411764705882353,54.86289525588402,False,False,False,False,False,False,False,False,False
Qwen/Qwen2-7B-Instruct,mistralai/Mistral-7B-Instruct-v0.3,0.9993512110726643,0.007352941176470588,60.594622083968225,False,False,False,False,False,False,False,False,False
Qwen/Qwen2-7B-Instruct,tiiuae/Falcon3-7B-Instruct,0.9993512110726643,0.014705882352941176,65.69089547896952,False,False,False,False,False,False,False,False,False
google/gemma-1.1-7b-it,google/gemma-7b-it,0.9993512110726643,0.014705882352941176,56.398023260851964,False,True,True,True,True,True,True,True,False
gpt-3.5-turbo,openchat/openchat-3.6-8b-20240522,0.9993512110726643,0.014705882352941176,57.914547627289416,False,False,False,False,False,False,False,False,False
gpt-3.5-turbo,tiiuae/Falcon3-10B-Instruct,0.9993512110726643,0.022058823529411766,49.71468479298594,False,False,False,False,False,False,False,False,False
ibm-granite/granite-3.0-8b-instruct,meta-llama/Meta-Llama-3.1-8B-Instruct,0.9993512110726643,0.022058823529411763,66.54035393765565,False,False,False,False,False,False,False,False,False
ibm-granite/granite-3.0-8b-instruct,mistralai/Mixtral-8x7B-Instruct-v0.1,0.9993512110726643,0.022058823529411766,58.10394809703853,False,False,False,False,False,False,False,False,False
meta-llama/Llama-2-7b-chat-hf,togethercomputer/Llama-2-7B-32K-Instruct,0.9993512110726643,0.022058823529411766,56.702491353737926,True,False,True,True,True,False,True,True,False
meta-llama/Llama-3.2-1B-Instruct,meta-llama/Meta-Llama-3-8B-Instruct,0.9993512110726643,0.014705882352941176,61.154740219439276,False,True,True,True,True,True,True,True,False
microsoft/Phi-3-medium-4k-instruct,microsoft/Phi-3.5-mini-instruct,0.9993512110726643,0.014705882352941176,61.40109918229312,False,True,True,True,True,True,True,True,False
CohereForAI/aya-23-35B,meta-llama/Meta-Llama-3-70B-Instruct,0.9995674740484429,0.007352941176470588,60.50962534831173,False,False,False,False,False,False,False,False,False
CohereForAI/aya-23-35B,meta-llama/Meta-Llama-3-8B-Instruct,0.9995674740484429,0.007352941176470588,59.63752153604457,False,False,False,False,False,False,False,False,False
CohereForAI/aya-23-8B,Deci/DeciLM-7B-instruct,0.9995674740484429,0.007352941176470588,55.2146284276233,False,False,False,False,False,False,False,False,False
Deci/DeciLM-7B-instruct,mistralai/Mistral-7B-Instruct-v0.1,0.9995674740484429,0.014705882352941176,57.4312786806157,False,False,False,False,False,False,False,False,False
NousResearch/Nous-Hermes-2-Mixtral-8x7B-DPO,mistralai/Mistral-7B-Instruct-v0.1,0.9995674740484429,0.007352941176470588,56.18996582940697,False,False,False,False,False,False,False,True,False
NousResearch/Nous-Hermes-2-Mixtral-8x7B-DPO,mistralai/Mistral-7B-Instruct-v0.3,0.9995674740484429,0.014705882352941176,54.09681830318551,False,False,False,False,False,False,False,True,False
NousResearch/Nous-Hermes-2-Mixtral-8x7B-DPO,nvidia/Llama3-ChatQA-1.5-8B,0.9995674740484429,0.007352941176470588,60.901413592150256,False,False,False,False,False,False,False,False,False
Qwen/Qwen2-72B-Instruct,mistralai/Mixtral-8x7B-Instruct-v0.1,0.9995674740484429,0.007352941176470588,54.97151255418749,False,False,False,False,False,False,False,False,False
Qwen/Qwen2-7B-Instruct,internlm/internlm2_5-7b-chat,0.9995674740484429,0.022058823529411766,61.79738185212984,False,False,False,False,False,False,False,False,False
Qwen/Qwen2-7B-Instruct,nvidia/Llama3-ChatQA-1.5-8B,0.9995674740484429,0.007352941176470588,60.56589499750611,False,False,False,False,False,False,False,False,False
abacusai/Smaug-Llama-3-70B-Instruct,meta-llama/Llama-3.2-1B-Instruct,0.9995674740484429,0.014705882352941176,63.62317428577657,False,True,True,True,True,False,True,True,False
abacusai/Smaug-Llama-3-70B-Instruct,meta-llama/Meta-Llama-3-8B-Instruct,0.9995674740484429,0.007352941176470588,67.43733241681505,False,True,True,True,True,False,True,True,False
gpt-3.5-turbo,ibm-granite/granite-3.0-8b-instruct,0.9995674740484429,0.04411764705882353,56.88373227829664,False,False,False,False,False,False,False,False,False
gpt-4-turbo-2024-04-09,meta-llama/Llama-3.2-1B-Instruct,0.9995674740484429,0.014705882352941176,60.26230402291688,False,False,False,False,False,False,False,False,False
gpt-4o-2024-05-13,tiiuae/Falcon3-10B-Instruct,0.9995674740484429,0.022058823529411766,53.29396066697055,False,False,False,False,False,False,False,False,False
ibm-granite/granite-3.0-8b-instruct,mistralai/Mistral-7B-Instruct-v0.1,0.9995674740484429,0.03676470588235294,54.13838776021501,False,False,False,False,False,False,False,False,False
ibm-granite/granite-3.1-8b-instruct,microsoft/Phi-3-mini-128k-instruct,0.9995674740484429,0.014705882352941176,54.45919953325049,False,False,False,False,False,False,False,False,False
meta-llama/Llama-3.2-3B-Instruct,meta-llama/Meta-Llama-3-70B-Instruct,0.9995674740484429,0.022058823529411763,54.82336355405322,False,True,True,True,True,True,True,True,False
meta-llama/Meta-Llama-3.1-8B-Instruct,nvidia/Llama3-ChatQA-1.5-8B,0.9995674740484429,0.007352941176470588,65.43980961522,False,True,True,True,True,False,True,True,False
microsoft/Phi-3-medium-128k-instruct,microsoft/Phi-3.5-MoE-instruct,0.9995674740484429,0.014705882352941176,65.68403229897676,False,True,True,True,True,True,False,True,False
mistralai/Mistral-7B-Instruct-v0.1,utter-project/EuroLLM-1.7B-Instruct,0.9995674740484429,0.007352941176470588,58.38358056983154,False,False,False,False,False,False,False,False,False
openchat/openchat_3.5,upstage/SOLAR-10.7B-Instruct-v1.0,0.9995674740484429,0.007352941176470588,58.688443877810634,True,False,True,True,True,False,False,True,True
CohereForAI/aya-23-35B,Deci/DeciLM-7B-instruct,0.9997837370242214,0.022058823529411766,58.97370181824758,False,False,False,False,False,False,False,False,False
CohereForAI/aya-23-35B,NousResearch/Nous-Hermes-2-Mixtral-8x7B-DPO,0.9997837370242214,0.007352941176470588,55.8237754547052,False,False,False,False,False,False,False,False,False
CohereForAI/aya-23-35B,nvidia/Llama3-ChatQA-1.5-8B,0.9997837370242214,0.022058823529411766,62.23901965944022,False,False,False,False,False,False,False,False,False
Deci/DeciLM-7B-instruct,Qwen/Qwen2.5-0.5B-Instruct,0.9997837370242214,0.007352941176470588,56.145136038143335,False,False,False,False,False,False,False,False,False
Deci/DeciLM-7B-instruct,meta-llama/Llama-2-7b-chat-hf,0.9997837370242214,0.007352941176470588,51.09432400994978,False,False,False,False,False,False,False,True,False
Deci/DeciLM-7B-instruct,tiiuae/Falcon3-10B-Instruct,0.9997837370242214,0.007352941176470588,57.3237048180803,False,False,False,False,False,False,False,False,False
HuggingFaceH4/zephyr-7b-beta,Qwen/Qwen2.5-3B-Instruct,0.9997837370242214,0.04411764705882353,56.51876275807448,False,False,False,False,False,False,False,False,False
HuggingFaceH4/zephyr-7b-beta,meta-llama/Meta-Llama-3.1-8B-Instruct,0.9997837370242214,0.007352941176470588,61.546662694969974,False,False,False,False,False,False,False,False,False
NousResearch/Nous-Hermes-2-Mixtral-8x7B-DPO,mistralai/Mixtral-8x7B-Instruct-v0.1,0.9997837370242214,0.007352941176470588,52.78655241923553,True,False,True,True,True,False,True,True,False
NousResearch/Nous-Hermes-2-Mixtral-8x7B-DPO,openchat/openchat_3.5,0.9997837370242214,0.007352941176470588,52.393594696877855,False,False,False,False,False,False,False,True,False
Qwen/Qwen2-72B-Instruct,gpt-3.5-turbo,0.9997837370242214,0.014705882352941176,60.392511196428636,False,False,False,False,False,False,False,False,False
Qwen/Qwen2-72B-Instruct,openchat/openchat-3.6-8b-20240522,0.9997837370242214,0.007352941176470588,59.09027723607231,False,False,False,False,False,False,False,False,False
Qwen/Qwen2.5-0.5B-Instruct,gpt-3.5-turbo,0.9997837370242214,0.007352941176470588,59.26691757649494,False,False,False,False,False,False,False,False,False
Qwen/Qwen2.5-0.5B-Instruct,ibm-granite/granite-3.0-8b-instruct,0.9997837370242214,0.022058823529411766,65.68914778660573,False,False,False,False,False,False,False,False,False
Qwen/Qwen2.5-0.5B-Instruct,meta-llama/Llama-3.2-3B-Instruct,0.9997837370242214,0.007352941176470588,56.370952818070705,False,False,False,False,False,False,False,False,False
Qwen/Qwen2.5-0.5B-Instruct,meta-llama/Meta-Llama-3-8B-Instruct,0.9997837370242214,0.014705882352941176,57.43141567869211,False,False,False,False,False,False,False,False,False
